cost_scenario,model,策略,动作,date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after,decision_action,execution_exit_reasons,forecast_age_trading_days
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,进入,2025-04-01,3.988,3.982,CLOSE,61252.03407999998,46200,0.0,245220.43408,-0.00218009615381487,-535.7721599999641,-277.19999999999,0.0,0.0,0.7502164356335113,2.6062707547680475e-11,2025-03-31,False,0.7504608035000728,46200,46200,3.988,3.992,73.77216,184.80000000000015,184430.4,FILLED,245756.20623999997,0,61252.03407999998,46200.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2025-05-06,3.886,3.903,CLOSE,154.6048799999844,61900,0.0,241750.30488,0.007875681984400806,1889.0708000000159,1976.2999999999947,0.0,0.0,0.9993604770009422,2.120970066243899e-11,2025-04-30,False,0.2536409686140003,15800,15700,3.886,3.89,24.4292,62.800000000000054,61073.0,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,61252.03407999998,46200,154.6048799999844,61900.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,退出,2025-06-03,3.946,3.957,CLOSE,244066.80096000002,0,0.0,244066.80096000002,-0.004689337623073775,-1149.9039199999534,-804.6999999999938,0.0,0.0,0.0,4.0671466194908135e-11,2025-05-30,False,0.9983543980165889,-61900,-61900,3.946,3.942,97.60392000000002,247.60000000000022,244009.80000000002,FILLED,154.6048799999844,61900,244066.80096000002,0.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,进入,2025-07-01,3.98,3.988,CLOSE,61128.054720000015,45900,0.0,244177.25472000003,0.0004525554461547454,110.45376000000397,367.20000000000033,0.0,0.0,0.7496570481550543,3.808509063674137e-12,2025-06-30,False,0.749244056466204,45900,45900,3.98,3.984,73.14624,183.60000000000016,182865.6,FILLED,244066.80096000002,0,61128.054720000015,45900.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2025-08-01,4.148,4.133,CLOSE,470.00120000000607,60500,0.0,250516.5012,-0.005265406878810941,-1326.0535200000159,-1228.8000000000065,0.0,0.0,0.9981238712909184,2.1174173525650986e-12,2025-07-31,False,0.2410682948743204,14600,14600,4.148,4.1530000000000005,24.253520000000005,73.00000000001141,60633.80000000001,FILLED,61128.054720000015,45900,470.00120000000607,60500.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2025-09-01,4.607,4.616,CLOSE,3.8012000000060766,60600,0.0,279733.40119999996,0.0032381679770117078,902.8999999999651,908.3999999999807,0.0,0.0,0.999986411347434,-1.5585754908897798e-11,2025-08-29,False,0.001651900914662121,100,100,4.607,4.612,5.0,0.49999999999998934,461.2,FILLED,470.00120000000607,60500,3.8012000000060766,60600.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2026-02-02,4.68,4.6,CLOSE,425.1012000000055,62100,0.0,286085.10120000003,-0.023414356631409006,-6859.100000000035,-6846.60000000004,0.0,0.0,0.9985140743148911,6.629363724641735e-12,2026-01-30,False,0.024144041655994902,1500,1500,4.68,4.6850000000000005,5.0,7.500000000001172,7027.500000000001,FILLED,7457.601200000006,60600,425.1012000000055,62100.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,294164.75832,0,0.0,294164.75832,0.00023379141409418658,68.75711999996565,496.80000000000047,0.0,0.0,0.0,-4.1382008930668235e-11,2026-08-13,False,0.9975029898999446,-62100,-62100,4.737,4.732,117.54288000000001,310.4999999999934,293857.2,FILLED,425.1012000000055,62100,294164.75832,0.0,,,
STRESS,BUY_HOLD,买入持有,进入,2020-01-02,4.12,4.149,CLOSE,270.14000000001397,48400,0.0,201081.74000000002,0.005408700000000044,1081.7400000000198,1403.5999999999958,0.0,0.0,0.9986565662302305,1.8815171642927453e-11,2019-12-31,False,0.99825,48700,48400,4.12,4.125,79.86,241.99999999999483,199650.0,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,270.14000000001397,48400.0,,,
STRESS,BUY_HOLD,买入持有,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,252971.72848000002,0,0.0,252971.72848000002,0.00021188072947242453,53.5884800000058,387.20000000000033,0.0,0.0,0.0,3.126388037344441e-13,2026-08-13,False,0.9041609624179261,-48400,-48400,4.737,4.732,91.61152000000001,241.99999999999483,229028.80000000002,FILLED,24034.540000000015,48400,252971.72848000002,0.0,,,
