拟合收盘,当前状态,下一日状态,发生次数,当前状态总次数
2024-08-01,1,0,23,112
2024-08-01,1,1,86,112
2024-08-01,1,2,0,112
2024-08-01,1,3,3,112
2024-08-01,2,0,10,90
2024-08-01,2,1,0,90
2024-08-01,2,2,63,90
2024-08-01,2,3,17,90
2024-08-01,3,0,2,110
2024-08-01,3,1,0,110
2024-08-01,3,2,21,110
2024-08-01,3,3,87,110
2024-09-02,0,0,167,201
2024-09-02,0,1,28,201
2024-09-02,0,2,3,201
2024-09-02,0,3,3,201
2024-09-02,1,0,25,118
2024-09-02,1,1,90,118
2024-09-02,1,2,0,118
2024-09-02,1,3,3,118
2024-09-02,2,0,7,75
2024-09-02,2,1,0,75
2024-09-02,2,2,51,75
2024-09-02,2,3,17,75
2024-09-02,3,0,2,110
2024-09-02,3,1,0,110
2024-09-02,3,2,21,110
2024-09-02,3,3,87,110
2024-10-08,0,0,170,203
2024-10-08,0,1,28,203
2024-10-08,0,2,2,203
2024-10-08,0,3,3,203
2024-10-08,1,0,25,121
2024-10-08,1,1,93,121
2024-10-08,1,2,0,121
2024-10-08,1,3,3,121
2024-10-08,2,0,5,72
2024-10-08,2,1,0,72
2024-10-08,2,2,50,72
2024-10-08,2,3,17,72
2024-10-08,3,0,2,108
2024-10-08,3,1,0,108
2024-10-08,3,2,20,108
2024-10-08,3,3,86,108
2024-11-01,0,0,156,188
2024-11-01,0,1,27,188
2024-11-01,0,2,2,188
2024-11-01,0,3,3,188
2024-11-01,1,0,24,118
2024-11-01,1,1,91,118
2024-11-01,1,2,0,118
2024-11-01,1,3,3,118
2024-11-01,2,0,5,80
2024-11-01,2,1,0,80
2024-11-01,2,2,56,80
2024-11-01,2,3,19,80
2024-11-01,3,0,2,118
2024-11-01,3,1,0,118
2024-11-01,3,2,23,118
2024-11-01,3,3,93,118
2024-12-02,0,0,144,173
2024-12-02,0,1,24,173
2024-12-02,0,2,2,173
2024-12-02,0,3,3,173
2024-12-02,1,0,22,112
2024-12-02,1,1,87,112
2024-12-02,1,2,0,112
2024-12-02,1,3,3,112
2024-12-02,2,0,5,93
2024-12-02,2,1,0,93
2024-12-02,2,2,67,93
2024-12-02,2,3,21,93
2024-12-02,3,0,2,126
2024-12-02,3,1,0,126
2024-12-02,3,2,24,126
2024-12-02,3,3,100,126
2025-01-02,0,0,139,167
2025-01-02,0,1,23,167
2025-01-02,0,2,2,167
2025-01-02,0,3,3,167
2025-01-02,1,0,21,96
2025-01-02,1,1,72,96
2025-01-02,1,2,0,96
2025-01-02,1,3,3,96
2025-01-02,2,0,5,100
2025-01-02,2,1,0,100
2025-01-02,2,2,73,100
2025-01-02,2,3,22,100
2025-01-02,3,0,2,141
2025-01-02,3,1,0,141
2025-01-02,3,2,26,141
2025-01-02,3,3,113,141
2025-02-05,0,0,132,158
2025-02-05,0,1,21,158
2025-02-05,0,2,2,158
2025-02-05,0,3,3,158
2025-02-05,1,0,19,87
2025-02-05,1,1,65,87
2025-02-05,1,2,0,87
2025-02-05,1,3,3,87
2025-02-05,2,0,5,109
2025-02-05,2,1,0,109
2025-02-05,2,2,81,109
2025-02-05,2,3,23,109
2025-02-05,3,0,2,150
2025-02-05,3,1,0,150
2025-02-05,3,2,27,150
2025-02-05,3,3,121,150
2025-03-03,0,0,132,158
2025-03-03,0,1,21,158
2025-03-03,0,2,2,158
2025-03-03,0,3,3,158
2025-03-03,1,0,19,83
2025-03-03,1,1,62,83
2025-03-03,1,2,0,83
2025-03-03,1,3,2,83
2025-03-03,2,0,5,111
2025-03-03,2,1,0,111
2025-03-03,2,2,82,111
2025-03-03,2,3,24,111
2025-03-03,3,0,2,152
2025-03-03,3,1,0,152
2025-03-03,3,2,28,152
2025-03-03,3,3,122,152
2025-04-01,0,0,134,160
2025-04-01,0,1,21,160
2025-04-01,0,2,2,160
2025-04-01,0,3,3,160
2025-04-01,1,0,19,83
2025-04-01,1,1,62,83
2025-04-01,1,2,0,83
2025-04-01,1,3,2,83
2025-04-01,2,0,6,108
2025-04-01,2,1,0,108
2025-04-01,2,2,79,108
2025-04-01,2,3,23,108
2025-04-01,3,0,2,153
2025-04-01,3,1,0,153
2025-04-01,3,2,27,153
2025-04-01,3,3,124,153
2025-05-06,0,0,142,170
2025-05-06,0,1,23,170
2025-05-06,0,2,2,170
2025-05-06,0,3,3,170
2025-05-06,1,0,20,94
2025-05-06,1,1,72,94
2025-05-06,1,2,0,94
2025-05-06,1,3,2,94
2025-05-06,2,0,6,97
2025-05-06,2,1,0,97
2025-05-06,2,2,69,97
2025-05-06,2,3,22,97
2025-05-06,3,0,2,143
2025-05-06,3,1,0,143
2025-05-06,3,2,26,143
2025-05-06,3,3,115,143
2025-06-03,0,0,146,173
2025-06-03,0,1,23,173
2025-06-03,0,2,1,173
2025-06-03,0,3,3,173
2025-06-03,1,0,20,98
2025-06-03,1,1,75,98
2025-06-03,1,2,0,98
2025-06-03,1,3,3,98
2025-06-03,2,0,6,94
2025-06-03,2,1,0,94
2025-06-03,2,2,65,94
2025-06-03,2,3,23,94
2025-06-03,3,0,2,139
2025-06-03,3,1,0,139
2025-06-03,3,2,27,139
2025-06-03,3,3,110,139
2025-07-01,0,0,133,161
2025-07-01,0,1,22,161
2025-07-01,0,2,2,161
2025-07-01,0,3,4,161
2025-07-01,1,0,19,97
2025-07-01,1,1,75,97
2025-07-01,1,2,0,97
2025-07-01,1,3,3,97
2025-07-01,2,0,7,98
2025-07-01,2,1,0,98
2025-07-01,2,2,67,98
2025-07-01,2,3,24,98
2025-07-01,3,0,1,148
2025-07-01,3,1,0,148
2025-07-01,3,2,29,148
2025-07-01,3,3,118,148
2025-08-01,0,0,127,151
2025-08-01,0,1,18,151
2025-08-01,0,2,2,151
2025-08-01,0,3,4,151
2025-08-01,1,0,16,84
2025-08-01,1,1,65,84
2025-08-01,1,2,0,84
2025-08-01,1,3,3,84
2025-08-01,2,0,7,100
2025-08-01,2,1,0,100
2025-08-01,2,2,68,100
2025-08-01,2,3,25,100
2025-08-01,3,0,1,169
2025-08-01,3,1,0,169
2025-08-01,3,2,31,169
2025-08-01,3,3,137,169
2025-09-01,0,0,122,144
2025-09-01,0,1,16,144
2025-09-01,0,2,2,144
2025-09-01,0,3,4,144
2025-09-01,1,0,14,74
2025-09-01,1,1,58,74
2025-09-01,1,2,0,74
2025-09-01,1,3,2,74
2025-09-01,2,0,7,104
2025-09-01,2,1,0,104
2025-09-01,2,2,71,104
2025-09-01,2,3,26,104
2025-09-01,3,0,1,182
2025-09-01,3,1,0,182
2025-09-01,3,2,31,182
2025-09-01,3,3,150,182
2025-10-09,0,0,112,133
2025-10-09,0,1,15,133
2025-10-09,0,2,2,133
2025-10-09,0,3,4,133
2025-10-09,1,0,14,69
2025-10-09,1,1,53,69
2025-10-09,1,2,0,69
2025-10-09,1,3,2,69
2025-10-09,2,0,6,109
2025-10-09,2,1,0,109
2025-10-09,2,2,76,109
2025-10-09,2,3,27,109
2025-10-09,3,0,1,193
2025-10-09,3,1,0,193
2025-10-09,3,2,31,193
2025-10-09,3,3,161,193
2025-11-03,0,0,101,120
2025-11-03,0,1,13,120
2025-11-03,0,2,2,120
2025-11-03,0,3,4,120
2025-11-03,1,0,12,65
2025-11-03,1,1,51,65
2025-11-03,1,2,0,65
2025-11-03,1,3,2,65
2025-11-03,2,0,6,117
2025-11-03,2,1,0,117
2025-11-03,2,2,82,117
2025-11-03,2,3,29,117
2025-11-03,3,0,1,202
2025-11-03,3,1,0,202
2025-11-03,3,2,34,202
2025-11-03,3,3,167,202
2025-12-01,0,0,88,106
2025-12-01,0,1,12,106
2025-12-01,0,2,2,106
2025-12-01,0,3,4,106
2025-12-01,1,0,11,59
2025-12-01,1,1,46,59
2025-12-01,1,2,0,59
2025-12-01,1,3,2,59
2025-12-01,2,0,6,131
2025-12-01,2,1,0,131
2025-12-01,2,2,94,131
2025-12-01,2,3,31,131
2025-12-01,3,0,1,208
2025-12-01,3,1,0,208
2025-12-01,3,2,35,208
2025-12-01,3,3,172,208
2026-01-05,0,0,74,91
2026-01-05,0,1,11,91
2026-01-05,0,2,2,91
2026-01-05,0,3,4,91
2026-01-05,1,0,9,51
2026-01-05,1,1,40,51
2026-01-05,1,2,0,51
2026-01-05,1,3,2,51
2026-01-05,2,0,6,138
2026-01-05,2,1,0,138
2026-01-05,2,2,99,138
2026-01-05,2,3,33,138
2026-01-05,3,0,1,224
2026-01-05,3,1,0,224
2026-01-05,3,2,37,224
2026-01-05,3,3,186,224
2026-02-02,0,0,63,77
2026-02-02,0,1,8,77
2026-02-02,0,2,2,77
2026-02-02,0,3,4,77
2026-02-02,1,0,7,45
2026-02-02,1,1,36,45
2026-02-02,1,2,0,45
2026-02-02,1,3,2,45
2026-02-02,2,0,6,149
2026-02-02,2,1,0,149
2026-02-02,2,2,108,149
2026-02-02,2,3,35,149
2026-02-02,3,0,1,233
2026-02-02,3,1,0,233
2026-02-02,3,2,40,233
2026-02-02,3,3,192,233
2026-03-02,0,0,53,66
2026-03-02,0,1,7,66
2026-03-02,0,2,2,66
2026-03-02,0,3,4,66
2026-03-02,1,0,5,42
2026-03-02,1,1,35,42
2026-03-02,1,2,0,42
2026-03-02,1,3,2,42
2026-03-02,2,0,6,156
2026-03-02,2,1,0,156
2026-03-02,2,2,112,156
2026-03-02,2,3,38,156
2026-03-02,3,0,1,240
2026-03-02,3,1,0,240
2026-03-02,3,2,42,240
2026-03-02,3,3,197,240
2026-04-01,0,0,57,69
2026-04-01,0,1,6,69
2026-04-01,0,2,3,69
2026-04-01,0,3,3,69
2026-04-01,1,0,4,28
2026-04-01,1,1,22,28
2026-04-01,1,2,0,28
2026-04-01,1,3,2,28
2026-04-01,2,0,8,162
2026-04-01,2,1,0,162
2026-04-01,2,2,115,162
2026-04-01,2,3,39,162
2026-04-01,3,0,1,245
2026-04-01,3,1,0,245
2026-04-01,3,2,44,245
2026-04-01,3,3,200,245
2026-05-06,0,0,58,72
2026-05-06,0,1,8,72
2026-05-06,0,2,3,72
2026-05-06,0,3,3,72
2026-05-06,1,0,5,31
2026-05-06,1,1,23,31
2026-05-06,1,2,0,31
2026-05-06,1,3,3,31
2026-05-06,2,0,8,156
2026-05-06,2,1,0,156
2026-05-06,2,2,110,156
2026-05-06,2,3,38,156
2026-05-06,3,0,1,245
2026-05-06,3,1,0,245
2026-05-06,3,2,43,245
2026-05-06,3,3,201,245
2026-06-01,0,0,58,72
2026-06-01,0,1,8,72
2026-06-01,0,2,3,72
2026-06-01,0,3,3,72
2026-06-01,1,0,5,31
2026-06-01,1,1,23,31
2026-06-01,1,2,0,31
2026-06-01,1,3,3,31
2026-06-01,2,0,8,153
2026-06-01,2,1,0,153
2026-06-01,2,2,109,153
2026-06-01,2,3,36,153
2026-06-01,3,0,1,248
2026-06-01,3,1,0,248
2026-06-01,3,2,42,248
2026-06-01,3,3,205,248
2026-07-01,0,0,58,72
2026-07-01,0,1,8,72
2026-07-01,0,2,3,72
2026-07-01,0,3,3,72
2026-07-01,1,0,5,31
2026-07-01,1,1,23,31
2026-07-01,1,2,0,31
2026-07-01,1,3,3,31
2026-07-01,2,0,8,157
2026-07-01,2,1,0,157
2026-07-01,2,2,112,157
2026-07-01,2,3,37,157
2026-07-01,3,0,1,244
2026-07-01,3,1,0,244
2026-07-01,3,2,41,244
2026-07-01,3,3,202,244
2026-08-03,0,0,63,78
2026-08-03,0,1,8,78
2026-08-03,0,2,3,78
2026-08-03,0,3,4,78
2026-08-03,1,0,6,33
2026-08-03,1,1,24,33
2026-08-03,1,2,0,33
2026-08-03,1,3,3,33
2026-08-03,2,0,7,149
2026-08-03,2,1,0,149
2026-08-03,2,2,107,149
2026-08-03,2,3,35,149
2026-08-03,3,0,2,244
2026-08-03,3,1,1,244
2026-08-03,3,2,39,244
2026-08-03,3,3,202,244
